review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds,consistency_run_labels,raw_model_outputs
the armenian genocide deserves a more engaged and honest treatment .,2,neutral,NEUTRAL,VERY POSITIVE,0.7330183982849121,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7690713405609131,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"some body is a shaky , uncertain film that nevertheless touches a few raw nerves .",3,positive,POSITIVE,NEGATIVE,0.6925842761993408,VERY NEGATIVE | NEGATIVE | NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"it 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7456660270690918,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
the script has less spice than a rat burger and the rock 's fighting skills are more in line with steven seagal .,1,negative,NEGATIVE,VERY NEGATIVE,0.7886946201324463,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"seeing seinfeld at home as he watches his own appearance on letterman with a clinical eye reminds you that the key to stand-up is to always make it look easy , even though the reality is anything but .",2,neutral,NEUTRAL,VERY POSITIVE,0.8817324638366699,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.8145318031311035,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"the screenplay by james eric , james horton and director peter o'fallon ... is so pat it makes your teeth hurt .",1,negative,NEGATIVE,VERY NEGATIVE,0.7751948833465576,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,3,positive,POSITIVE,VERY POSITIVE,0.7679276466369629,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
but not a whit more .,2,neutral,NEUTRAL,NEGATIVE,0.6261446475982666,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
superbly photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.7565150260925293,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
the kind of primal storytelling that george lucas can only dream of .,3,positive,POSITIVE,VERY POSITIVE,0.7297921180725098,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
consider this review life-affirming .,2,neutral,NEUTRAL,VERY POSITIVE,0.6818485260009766,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
an edgy thriller that delivers a surprising punch .,3,positive,POSITIVE,VERY POSITIVE,0.6799938678741455,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"scherfig , who has had a successful career in tv , tackles more than she can handle .",1,negative,NEGATIVE,NEGATIVE,0.6835730075836182,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
the trappings of i spy are so familiar you might as well be watching a rerun .,1,negative,NEGATIVE,NEGATIVE,0.6845777034759521,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
the modern-day royals have nothing on these guys when it comes to scandals .,1,negative,NEGATIVE,NEUTRAL,0.6728339195251465,VERY NEGATIVE | NEGATIVE | VERY POSITIVE,"[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY_POSITIVE]"
the premise of jason x is silly but strangely believable .,3,positive,POSITIVE,VERY POSITIVE,0.7076146602630615,NEUTRAL | VERY POSITIVE | VERY POSITIVE,"[NEUTRAL]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.746410608291626,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want ... but it 's still damn funny stuff .,3,positive,POSITIVE,VERY POSITIVE,0.7484421730041504,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
this franchise has not spawned a single good film .,0,very negative,VERY NEGATIVE,NEGATIVE,0.661130428314209,NEGATIVE | NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"it makes compelling , provocative and prescient viewing .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7058258056640625,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"ou 've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane .",3,positive,POSITIVE,VERY POSITIVE,0.775871992111206,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably .",2,neutral,NEUTRAL,VERY POSITIVE,0.7978723049163818,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
if you 're a fan of the series you 'll love it and probably want to see it twice .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.7280318737030029,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",1,negative,NEGATIVE,NEGATIVE,0.6574132442474365,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"spinning a web of dazzling entertainment may be overstating it , but `` spider-man '' certainly delivers the goods .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7332048416137695,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7344658374786377,NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"it plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting .",1,negative,NEGATIVE,VERY NEGATIVE,0.7677083015441895,VERY NEGATIVE | NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
there 's nothing to gain from watching they .,0,very negative,VERY NEGATIVE,NEGATIVE,0.6351516246795654,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"for something as splendid-looking as this particular film , the viewer expects something special but instead gets -lrb- sci-fi -rrb- rehash .",1,negative,NEGATIVE,VERY NEGATIVE,0.7507369518280029,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"shanghai ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .",2,neutral,NEUTRAL,VERY POSITIVE,0.7504899501800537,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
it may ... work as a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns .,3,positive,POSITIVE,VERY POSITIVE,0.7649028301239014,VERY POSITIVE | NEUTRAL | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[NEUTRAL]

--- RUN ---

[VERY POSITIVE]"
the imax screen enhances the personal touch of manual animation .,4,very positive,VERY POSITIVE,NEUTRAL,0.6869745254516602,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
a fan film that for the uninitiated plays better on video with the sound turned down .,1,negative,NEGATIVE,VERY NEGATIVE,0.719416618347168,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
